"abstract","web_url","snippet","lead_paragraph","print_section","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"The Constitution is not a grant of power for a king.","https://www.nytimes.com/2024/11/22/opinion/trump-appointments-senate-constitution.html","The Constitution is not a grant of power for a king.","The Constitution is not a grant of power for a king.","SR","11","The New York Times","2024-11-22T10:04:05+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/55ad7034-ab2e-5771-9d69-25e19ca6c61c",1555,"nyt://article/55ad7034-ab2e-5771-9d69-25e19ca6c61c","Trump’s Crown Doesn’t Fit","Jamelle Bouie",NA,"Trump Tries On His Crown. It Doesn’t Fit.",NA,NA,NA,"By Jamelle Bouie",NA
"Plus, a “Wicked” warning.","https://www.nytimes.com/2024/11/22/podcasts/trump-attorney-general-wicked.html","Plus, a “Wicked” warning.","On Today’s Episode:",NA,NA,"The New York Times","2024-11-22T11:00:09+0000","article","Podcasts","Podcasts",NA,"News","nyt://article/41f4f6ab-e7a5-5728-a72d-5e44559d9355",187,"nyt://article/41f4f6ab-e7a5-5728-a72d-5e44559d9355","Trump’s New Pick for Attorney General, and a Surprise Turn in U.S. Drug Deaths",NA,NA,"",NA,NA,NA,"By Tracy Mumford, Annie Karni, Robert Jimison, Ian Stewart and Jessica Metzger",NA
"“I feel very strongly that the First Amendment is under the most direct threat that any of us will ever really experience.”","https://www.nytimes.com/2024/11/22/podcasts/trumps-next-online-speech-cop-doctors-vs-chatgpt-hard-fork-crimes-division.html","“I feel very strongly that the First Amendment is under the most direct threat that any of us will ever really experience.”","This week, President-elect Donald Trump picked Brendan Carr to be the next chairman of the F.C.C. We talk with The Verge’s editor in chief, Nilay Patel, about what this could mean for the future of the internet, and for free speech at large. Then, a new study found that ChatGPT defeated doctors at diagnosing some diseases. One of the study’s authors, Dr. Adam Rodman, joins us to discuss the future of medicine. And finally, court is back in session. It’s time for the Hard Fork Crimes Division.",NA,NA,"The New York Times","2024-11-22T12:00:05+0000","article","Podcasts","Podcasts",NA,"News","nyt://article/c2aa5ab7-7c93-53dc-a9d2-9f96a6c7c325",241,"nyt://article/c2aa5ab7-7c93-53dc-a9d2-9f96a6c7c325","Trump’s Next Online Speech Cop + Doctors vs. ChatGPT + Hard Fork Crimes Division",NA,NA,"",NA,NA,NA,"By Kevin Roose, Casey Newton, Rachel Cohn, Whitney Jones, Jen Poyant, Alyssa Moxley, Dan Powell, Marion Lozano, Diane Wong and Leah Shaw Dameron",NA
"The new book by former Chancellor Angela Merkel of Germany also aims to justify decisions she made that are still affecting her country and the rest of Europe.","https://www.nytimes.com/2024/11/22/world/europe/merkel-memoir-trump-putin.html","The new book by former Chancellor Angela Merkel of Germany also aims to justify decisions she made that are still affecting her country and the rest of Europe.","Shortly after Donald J. Trump’s 2017 inauguration, Angela Merkel, who was then Germany’s chancellor, visited Washington. As the world looked on, the two leaders sat in front of an unlit fireplace, awkwardly and silently waiting for the photographers to do their work.","A","9","The New York Times","2024-11-22T12:28:54+0000","article","Foreign","World","Europe","News","nyt://article/ec5914a1-eeab-58a1-8392-745cf8034708",940,"nyt://article/ec5914a1-eeab-58a1-8392-745cf8034708","Merkel Memoir Recalls What It Was Like Dealing With Trump and Putin",NA,NA,"In New Memoir, Merkel Talks Putin and Trump",NA,NA,NA,"By Christopher F. Schuetze and Steven Erlanger",NA
"The Senate majority leader is staying out of Republican turmoil over the more contentious picks for strategic reasons.","https://www.nytimes.com/2024/11/22/us/politics/schumer-trump-republicans.html","The Senate majority leader is staying out of Republican turmoil over the more contentious picks for strategic reasons.","Senator Chuck Schumer, the New York Democrat and majority leader for a few more weeks, is not known for keeping his thoughts to himself. But he has been uncharacteristically restrained about offering up his views on even the most eyebrow-raising potential Trump administration nominees emanating from Mar-a-Lago.","A","22","The New York Times","2024-11-22T15:31:22+0000","article","Washington","U.S.","Politics","News Analysis","nyt://article/0822c481-4a11-5402-addb-1d6b34b3766a",999,"nyt://article/0822c481-4a11-5402-addb-1d6b34b3766a","Behind Schumer’s Silence on Trump’s Picks, a Bid to Spotlight G.O.P. Divides","news analysis",NA,"Schumer Is Keeping Quiet for a Reason",NA,NA,NA,"By Carl Hulse",NA
"Readers respond to an essay by Roxane Gay. Also: A Republican plan to bar a transgender member from the women’s bathroom; Matt Gaetz; Elon Musk’s cuts.","https://www.nytimes.com/2024/11/22/opinion/donald-trump-victory-lessons.html","Readers respond to an essay by Roxane Gay. Also: A Republican plan to bar a transgender member from the women’s bathroom; Matt Gaetz; Elon Musk’s cuts.","To the Editor:","A","25","The New York Times","2024-11-22T16:15:12+0000","article","Letters","Opinion",NA,"Letter","nyt://article/aa856400-0eb4-5805-bd8f-841d1dd7faca",1180,"nyt://article/aa856400-0eb4-5805-bd8f-841d1dd7faca","A Range of Lessons From Trump’s Victory","letters",NA,"The Paths Ahead After an Election Defeat",NA,NA,NA,"",NA
"Democrat-led states successfully challenged policies during the first Trump administration. Now, they worry the new White House will be more prepared and less restrained.","https://www.nytimes.com/2024/11/22/us/trump-states-democrat-legal-challenges.html","Democrat-led states successfully challenged policies during the first Trump administration. Now, they worry the new White House will be more prepared and less restrained.","During the early days of Donald J. Trump’s first presidency, lawyers at the attorney general’s office in Washington State would gather to strategize about what they saw as troubling directives being handed down by the White House.","A","24","The New York Times","2024-11-22T16:28:56+0000","article","National","U.S.",NA,"News","nyt://article/4476164f-64b3-5f5f-b36b-efa6904c8e2b",1582,"nyt://article/4476164f-64b3-5f5f-b36b-efa6904c8e2b","Blue States Worry That Blocking Trump Will Be Tougher This Time",NA,NA,"Blue States Worry That Blocking Trump Will Be Tougher This Time",NA,NA,NA,"By Mike Baker and Shawn Hubler",NA
"The world’s richest person, not known for his humility, is still learning the cutthroat courtier politics of Donald Trump’s inner circle — and his ultimate influence remains an open question.","https://www.nytimes.com/2024/11/22/us/politics/elon-musk-trump.html","The world’s richest person, not known for his humility, is still learning the cutthroat courtier politics of Donald Trump’s inner circle — and his ultimate influence remains an open question.","For the first 53 years of his life, Elon Musk barely spent any time with Donald J. Trump. Then, beginning on the night of Nov. 5, he spent basically no time without him.","A","1","The New York Times","2024-11-22T16:39:19+0000","article","Politics","U.S.","Politics","News","nyt://article/d1497643-1197-56f3-9755-723995952b05",1258,"nyt://article/d1497643-1197-56f3-9755-723995952b05","Elon Musk Gets a Crash Course in How Trumpworld Works","Political Memo",NA,"A Trump Orbit Full of Intrigue To Test Musk",NA,NA,NA,"By Theodore Schleifer",NA
"The judge in the case confirmed that the former and future president, who was convicted on 34 felony counts, would not receive his punishment next week.","https://www.nytimes.com/2024/11/22/nyregion/trump-sentencing-postponed.html","The judge in the case confirmed that the former and future president, who was convicted on 34 felony counts, would not receive his punishment next week.","A New York judge on Friday postponed President-elect Donald J. Trump’s sentencing in his Manhattan criminal case, confirming that the former and future president would not receive his punishment next week.","A","19","The New York Times","2024-11-22T17:13:33+0000","article","Metro","New York",NA,"News","nyt://article/c56e54fe-dc0b-59b1-87a1-c116c98062d3",604,"nyt://article/c56e54fe-dc0b-59b1-87a1-c116c98062d3","Trump’s Sentencing in New York Is Officially on Hold",NA,NA,"Sentencing For Trump Is Postponed Indefinitely",NA,NA,NA,"By Ben Protess",NA
"The magazine’s Ethicist columnist on how a family might proceed in the wake of a momentous presidential election.","https://www.nytimes.com/2024/11/22/magazine/mom-trump-vote-ethics.html","The magazine’s Ethicist columnist on how a family might proceed in the wake of a momentous presidential election.","My mother, a two-time Trump voter in Florida, has moved closer to us in a safely blue state. While I don’t know what her vote was in the 2024 presidential election, it wouldn’t have affected the outcome. I strongly oppose Trump, as do my wife and her family, who live nearby. I’m troubled by my mother’s support of someone I consider morally abhorrent and dangerous, especially when she voted in a former swing state.","MM","16","The New York Times","2024-11-22T20:23:07+0000","article","Magazine","Magazine",NA,"News","nyt://article/3ce68343-e1d6-55ec-af99-8e37bef2bd31",2134,"nyt://article/3ce68343-e1d6-55ec-af99-8e37bef2bd31","My Mom Voted for Trump. Can We Let It Go?","The Ethicist",NA,"My Mom Voted for Trump. Can We Let It Go?",NA,NA,NA,"By Kwame Anthony Appiah",NA
"The hedge fund manager will be responsible for steering President-elect Donald J. Trump’s unconventional economic agenda.","https://www.nytimes.com/2024/11/22/business/trump-scott-bessent-treasury.html","The hedge fund manager will be responsible for steering President-elect Donald J. Trump’s unconventional economic agenda.","President-elect Donald J. Trump picked Scott Bessent to serve as Treasury secretary on Friday, tapping a billionaire hedge fund manager to lead an economic agenda that is expected to be built around raising tariffs and cutting taxes.",NA,NA,"The New York Times","2024-11-22T23:41:35+0000","article","Washington","Business Day",NA,"News","nyt://article/ccc78ba4-cfc3-5ffd-8de6-4945254b0644",1164,"nyt://article/ccc78ba4-cfc3-5ffd-8de6-4945254b0644","Trump Taps Investor Scott Bessent as Treasury Secretary",NA,NA,"",NA,NA,NA,"By Alan Rappeport and Maggie Haberman",NA
"While Ms. Bondi, President-elect Donald J. Trump’s pick for attorney general, served as attorney general of Florida, her office declined to investigate allegations of fraud against his for-profit school.","https://www.nytimes.com/2024/11/22/us/politics/pam-bondi-trump-university.html","While Ms. Bondi, President-elect Donald J. Trump’s pick for attorney general, served as attorney general of Florida, her office declined to investigate allegations of fraud against his for-profit school.","Reports of deceptive practices and fraud by Donald J. Trump and his Trump University business unit had been piling up for several years in states across the nation, including in Florida.","A","28","The New York Times","2024-11-23T00:02:37+0000","article","Washington","U.S.","Politics","News","nyt://article/fe3f7d3d-605e-528e-8d1c-ea6d4a46e2f9",1269,"nyt://article/fe3f7d3d-605e-528e-8d1c-ea6d4a46e2f9","Pam Bondi, a $25,000 Donation and Trump University: Questions Remain",NA,NA,"Questions Over Donation From Trump to Bondi PAC",NA,NA,NA,"By Eric Lipton",NA
"Russell Vought, who would lead the Office of Management and Budget, has spent years building plans to rework the American structure of government in ways that would enhance presidential power.","https://www.nytimes.com/2024/11/22/us/politics/russell-vought-office-of-management-and-budget.html","Russell Vought, who would lead the Office of Management and Budget, has spent years building plans to rework the American structure of government in ways that would enhance presidential power.","President-elect Donald J. Trump on Friday picked a key figure in Project 2025 to lead the Office of Management and Budget, elevating a longtime ally who has spent the last four years making plans to rework the American government to enhance presidential power.","A","21","The New York Times","2024-11-23T00:12:34+0000","article","Washington","U.S.","Politics","News","nyt://article/a8fc5176-499c-5e97-bee6-396884a2bcdb",1120,"nyt://article/a8fc5176-499c-5e97-bee6-396884a2bcdb","Trump Picks Key Figure in Project 2025 for Powerful Budget Role",NA,NA,"Trump Taps Key Figure in Project 2025 for Budget Role",NA,NA,NA,"By Charlie Savage, Maggie Haberman and Jonathan Swan",NA
"In selecting a doctor who is skeptical of vaccine safety, the president-elect is emphasizing his commitment to reforming the role of federal health agencies in radical ways.","https://www.nytimes.com/2024/11/22/health/weldon-cdc.html","In selecting a doctor who is skeptical of vaccine safety, the president-elect is emphasizing his commitment to reforming the role of federal health agencies in radical ways.","President-elect Donald J. Trump chose Dr. David Weldon, a former congressman, on Friday to serve as the director of the Centers for Disease Control and Prevention.","A","21","The New York Times","2024-11-23T02:32:29+0000","article","Washington","Health",NA,"News","nyt://article/c1b554a0-2978-5d79-9274-cf1596c945f1",516,"nyt://article/c1b554a0-2978-5d79-9274-cf1596c945f1","Trump Chooses Dr. David Weldon, a Former Congressman, to Lead the C.D.C.",NA,NA,"Weldon, Former Lawmaker, Is Chosen to Lead the C.D.C.",NA,NA,NA,"By Emily Baumgaertner and Teddy Rosenbluth",NA
"The housing agency plays a central role in addressing the growing national affordability crisis.","https://www.nytimes.com/2024/11/22/us/politics/scott-turner-hud-trump.html","The housing agency plays a central role in addressing the growing national affordability crisis.","President-elect Donald J. Trump has chosen Scott Turner, a little-known former pro football player and motivational speaker, to lead the Department of Housing and Urban Development, an agency that plays a central role in addressing the growing national affordability crisis.",NA,NA,"The New York Times","2024-11-23T03:43:49+0000","article","Washington","U.S.","Politics","News","nyt://article/893983c9-e3fe-5e5c-8df6-272215b61497",400,"nyt://article/893983c9-e3fe-5e5c-8df6-272215b61497","Trump Picks Scott Turner, Little-Known Official From First Term, to Lead HUD",NA,NA,"",NA,NA,NA,"By Glenn Thrush",NA
"At a conference in Paris, corporate chiefs, finance ministers and top politicians called for a “Europe First” policy to counter Donald Trump’s protectionist agenda.","https://www.nytimes.com/2024/11/23/business/trump-european-union-tariffs-trade.html","At a conference in Paris, corporate chiefs, finance ministers and top politicians called for a “Europe First” policy to counter Donald Trump’s protectionist agenda.","For months, European business leaders have watched as Donald J. Trump paved a path back to the White House by doubling down on an “America First” economic policy, putting protectionism and business-friendly tax and regulatory pledges high on the agenda.","B","1","The New York Times","2024-11-23T05:01:56+0000","article","Business","Business Day",NA,"News","nyt://article/c911641e-a296-5aca-bfa2-007f090b9772",1108,"nyt://article/c911641e-a296-5aca-bfa2-007f090b9772","As Threat of Trump Tariffs Looms, Europe’s Leaders Seek Greater Unity",NA,NA,"E.U. Leaders Echo Trump: ‘Europe 1st’",NA,NA,NA,"By Liz Alderman",NA
"Dr. Janette Nesheiwat is a medical director for a chain of urgent care clinics. Her sister served as an adviser in the first Trump administration.","https://www.nytimes.com/2024/11/23/us/politics/janette-nesheiwat-surgeon-general.html","Dr. Janette Nesheiwat is a medical director for a chain of urgent care clinics. Her sister served as an adviser in the first Trump administration.","President-elect Donald J. Trump on Friday selected Dr. Janette Nesheiwat, a New York medical director with family ties to his first administration and a Fox News contributor, to be the next surgeon general of the United States.",NA,NA,"The New York Times","2024-11-23T05:40:43+0000","article","Metro","U.S.","Politics","News","nyt://article/39476336-550d-5820-aa6c-b041a681d003",615,"nyt://article/39476336-550d-5820-aa6c-b041a681d003","Trump Chooses New York Doctor to Be Next U.S. Surgeon General",NA,NA,"",NA,NA,NA,"By Joseph Goldstein",NA
"Donald Trump has a record of pardoning favored companies from tariffs. Companies are once again lining up to try to influence him.","https://www.nytimes.com/2024/11/23/us/politics/trump-tariff-exemptions.html","Donald Trump has a record of pardoning favored companies from tariffs. Companies are once again lining up to try to influence him.","The sweeping tariffs that President-elect Donald J. Trump imposed in his first term on foreign metals, machinery, clothing and other products were intended to have maximum impact around the world. They sought to shutter foreign factories, rework international supply chains and force companies to make big investments in the United States.","A","1","The New York Times","2024-11-23T10:00:44+0000","article","Washington","U.S.","Politics","News","nyt://article/c67b1f5a-40a4-5bb5-aa10-0861d752cae0",1316,"nyt://article/c67b1f5a-40a4-5bb5-aa10-0861d752cae0","Trump’s Trade Agenda Could Benefit Friends and Punish Rivals",NA,NA,"Firms Elbowing To Lobby Trump Over His Tariffs",NA,NA,NA,"By Ana Swanson",NA
"President-elect Donald Trump is filling key cabinet positions with controversial picks at a breakneck speed. Jonathan Swan, senior political correspondent at The Times, explains why these choices are significant, even if they don’t all make it into office.","https://www.nytimes.com/video/us/politics/100000009839647/what-trumps-cabinet-picks-tell-us-about-his-second-term.html","President-elect Donald Trump is filling key cabinet positions with controversial picks at a breakneck speed. Jonathan Swan, senior political correspondent at The Times, explains why these choices are significant, even if they don’t all make it int...","President-elect Donald Trump is filling key cabinet positions with controversial picks at a breakneck speed. Jonathan Swan, senior political correspondent at The Times, explains why these choices are significant, even if they don’t all make it into office.",NA,NA,"The New York Times","2024-11-23T10:03:02+0000","multimedia","","U.S.","Politics","Video","nyt://video/c6d7c674-4037-54c2-81f2-5399399778f2",0,"nyt://video/c6d7c674-4037-54c2-81f2-5399399778f2","What Trump’s Cabinet Picks Tell Us About His Second Term",NA,NA,"",NA,NA,NA,"By Jonathan Swan, Alexandra Ostasiewicz, James Surdam and Whitney Shefte",NA
"Some in the party are considering alternative ways of assessing the federal budget as they prepare to extend temporary tax cuts passed in 2017.","https://www.nytimes.com/2024/11/23/us/politics/trump-tax-cuts-republicans-deficit.html","Some in the party are considering alternative ways of assessing the federal budget as they prepare to extend temporary tax cuts passed in 2017.","What counts as a tax cut?","B","1","The New York Times","2024-11-23T10:03:03+0000","article","Washington","U.S.","Politics","News","nyt://article/9bc5b526-cdde-50f7-8d60-7ad8e1e155e6",943,"nyt://article/9bc5b526-cdde-50f7-8d60-7ad8e1e155e6","Republicans Ponder: What if the Trump Tax Cuts Cost Nothing?",NA,NA,"How to Hide A Tax Deficit Of $4 Trillion In Plain Sight",NA,NA,NA,"By Andrew Duehren",NA
"A president has little control over global oil markets, economists say.","https://www.nytimes.com/2024/11/23/climate/trump-climate-energy-costs.html","A president has little control over global oil markets, economists say.","President-elect Donald J. Trump repeatedly promised voters that he would cut energy and electricity prices in half within 18 months of taking office.","A","22","The New York Times","2024-11-23T10:03:13+0000","article","Climate","Climate",NA,"News","nyt://article/35ab84fc-de5a-50f7-9f57-3ecb6cac9994",823,"nyt://article/35ab84fc-de5a-50f7-9f57-3ecb6cac9994","Trump Promised to Halve Energy Costs in 18 Months. Experts Have Doubts.",NA,NA,"Trump Vow To Halve Energy Costs Questioned",NA,NA,NA,"By Lisa Friedman",NA
"The city tolerated Donald J. Trump, and then it loathed him. Now, some New Yorkers have begun to embrace him. The Kid from Queens couldn’t be happier.","https://www.nytimes.com/2024/11/23/us/politics/donald-trump-new-york-city.html","The city tolerated Donald J. Trump, and then it loathed him. Now, some New Yorkers have begun to embrace him. The Kid from Queens couldn’t be happier.","Even though Donald J. Trump is cloistered in Florida and planning his return to Washington, it seems like he has been stuck in a New York state of mind.","A","1","The New York Times","2024-11-23T10:03:50+0000","article","Politics","U.S.","Politics","News","nyt://article/1fa4690c-7617-5949-9fb1-4862b355c759",1167,"nyt://article/1fa4690c-7617-5949-9fb1-4862b355c759","Trump Won More of New York’s Votes. Did He Win More of Its Love, Too?","Reporter’s notebook",NA,"Love and Hate In Hometown Leans ... Love?",NA,NA,NA,"By Shawn McCreesh",NA
"A second Trump administration is one where nobody’s quite sure what anyone else is really thinking.","https://www.nytimes.com/2024/11/23/opinion/trump-election-flattery-business-cabinet.html","A second Trump administration is one where nobody’s quite sure what anyone else is really thinking.","One of the things that has been clear with Donald Trump’s win this time is how different it is: no shock wave jolting society. This is, according to polling, one of the presidential election outcomes most widely accepted as legitimate of the past 25 years. The reaction from some of those who didn’t vote for him seems more restrained, with a widespread interest in preservation of self amid potential chaos — a retreat from the news to focus on family, friends and peace of mind.","A","20","The New York Times","2024-11-23T12:00:17+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/060ae21d-1c69-56db-89f1-0acc30e5d8d7",1150,"nyt://article/060ae21d-1c69-56db-89f1-0acc30e5d8d7","The Bizarro Normalcy of the Public Reaction to Trump’s Win","Katherine Miller",NA,"Flattery as Trump Management Strategy",NA,NA,NA,"By Katherine Miller",NA
"Where will this particular cast of characters take us?","https://www.nytimes.com/2024/11/23/opinion/trump-cabinet-second-term.html","Where will this particular cast of characters take us?","Before Donald Trump’s victory, making detailed predictions about how his second administration would govern seemed like a fool’s errand — there were too many multitudes within the Trumpian tent, too many promiscuous promises to voters, to say for sure what forms of Trumpism would end up expressed in a second four-year whirl.","SR","3","The New York Times","2024-11-23T12:00:18+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/8da635ef-9204-5b3d-ab90-250ee1222823",939,"nyt://article/8da635ef-9204-5b3d-ab90-250ee1222823","Three Theories of the Trump Cabinet","Ross Douthat",NA,"3 Theories Of Trump’s Cabinet",NA,NA,NA,"By Ross Douthat",NA
"If you want to see women flying high, go to the movies.","https://www.nytimes.com/2024/11/23/opinion/trump-protector-women-allegations-cabinet.html","If you want to see women flying high, go to the movies.","Donald Trump proclaimed that he would be the protector of women.","SR","2","The New York Times","2024-11-23T12:00:25+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/f5dd3452-844d-57e2-aed3-56fa5987724a",838,"nyt://article/f5dd3452-844d-57e2-aed3-56fa5987724a","Trump: Protector of Women — or Predators?","Maureen Dowd",NA,"Protector  Of Women — Or Predators?",NA,NA,NA,"By Maureen Dowd",NA
"The hedge fund investor predicted last year that President-elect Donald J. Trump’s political fortunes were on the rise.","https://www.nytimes.com/2024/11/23/us/politics/scott-bessent-treasury-profile.html","The hedge fund investor predicted last year that President-elect Donald J. Trump’s political fortunes were on the rise.","In the heat of the 2000 presidential campaign, Vice President Al Gore took a break from barnstorming battleground states to attend a fund-raiser for the Democratic National Committee in East Hampton, N.Y. Standing behind Mr. Gore onstage was Scott Bessent, a hedge fund manager and — at the time — a major donor to Democrats who co-hosted the event at his home.","A","17","The New York Times","2024-11-23T16:41:25+0000","article","Washington","U.S.","Politics","News","nyt://article/2089f5de-32ea-5e09-bf68-2a539d2bc740",990,"nyt://article/2089f5de-32ea-5e09-bf68-2a539d2bc740","How Scott Bessent Went From Democratic Donor to Trump Treasury Secretary Pick",NA,NA,"From Democratic Donor To Trump Cabinet Pick",NA,NA,NA,"By Alan Rappeport",NA
"Ms. Rollins is the chief executive of the America First Policy Institute, a think tank created to promote President-elect Donald J. Trump’s agenda.","https://www.nytimes.com/2024/11/23/us/politics/trump-agriculture-secretary.html","Ms. Rollins is the chief executive of the America First Policy Institute, a think tank created to promote President-elect Donald J. Trump’s agenda.","President-elect Donald J. Trump on Saturday chose Brooke Rollins, his former White House domestic policy adviser, to helm the Agriculture Department, whose wide-ranging purview includes supporting farmers who grow the nation’s two biggest crops, corn and soybeans, and setting the nutrition standards in school cafeterias across the nation.","A","28","The New York Times","2024-11-23T21:23:37+0000","article","Washington","U.S.","Politics","News","nyt://article/7fe16f77-9d1c-53d4-8191-531dea5ce267",783,"nyt://article/7fe16f77-9d1c-53d4-8191-531dea5ce267","Trump Picks Brooke Rollins, a Conservative Lawyer, to Lead Agriculture Dept.",NA,NA,"Trump Chooses Think Tank Executive to Lead Agriculture Department",NA,NA,NA,"By Linda Qiu",NA
"The picks to oversee public health have all pushed back against Covid policies or supported ideas that are outside the medical mainstream.","https://www.nytimes.com/2024/11/23/health/trump-kennedy-health-agencies-vaccines-covid.html","The picks to oversee public health have all pushed back against Covid policies or supported ideas that are outside the medical mainstream.","A longtime leader of the anti-vaccine movement. A highly credentialed surgeon. A seven-term Florida congressman. A Fox News contributor with her own line of vitamins.",NA,NA,"The New York Times","2024-11-24T00:57:55+0000","article","Science","Health",NA,"News","nyt://article/8e9e961e-6384-5b39-b1bf-d7274e9b2f3b",1406,"nyt://article/8e9e961e-6384-5b39-b1bf-d7274e9b2f3b","Trump’s Choices for Health Agencies Suggest a Shake-Up Is Coming",NA,NA,"",NA,NA,NA,"By Emily Anthes and Emily Baumgaertner",NA
"Many Americans voted for border security. Try living next to China.","https://www.nytimes.com/2024/11/24/opinion/taiwan-china-trump.html","Many Americans voted for border security. Try living next to China.","I don’t envy American voters. Your presidential choices have an impact halfway across the planet. Your soldiers fight and die in other countries’ wars. I know you’re tired of feeling you have to fix the world’s problems. But like it or not, this unique privilege and responsibility comes with being a citizen of the greatest country in the world.","A","19","The New York Times","2024-11-24T06:00:09+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/e2d196aa-2350-580a-b8cc-c9396f87248e",1253,"nyt://article/e2d196aa-2350-580a-b8cc-c9396f87248e","Taiwan Is Ready to Defend Democracy. Is Trump?","Guest Essay",NA,"Can Taiwan Count on the U.S. Now?",NA,NA,NA,"By Vickie Wang",NA
"Donald Trump’s promise to carry out mass deportations has driven fearful immigrants to seek protections and advice.","https://www.nytimes.com/2024/11/24/us/trump-immigrants-deportations.html","Donald Trump’s promise to carry out mass deportations has driven fearful immigrants to seek protections and advice.","President-elect Donald J. Trump has vowed to slash immigration — both legal and illegal — and ramp up deportations on Day 1.","A","1","The New York Times","2024-11-24T10:02:53+0000","article","National","U.S.",NA,"News","nyt://article/5dc59d1b-026c-5630-8022-e483c508f2d0",1423,"nyt://article/5dc59d1b-026c-5630-8022-e483c508f2d0","Immigrants Across U.S. Rush to Prepare for Trump Crackdown",NA,NA,"Immigrants Seeking Safeguards As Threat of Deportation Nears",NA,NA,NA,"By Miriam Jordan",NA
"Breaking with past practice, President-elect Donald J. Trump has not agreed to disclose the donors paying for his planning effort or to limit their contributions.","https://www.nytimes.com/2024/11/24/us/politics/donald-trump-2024-campaign-transition.html","Breaking with past practice, President-elect Donald J. Trump has not agreed to disclose the donors paying for his planning effort or to limit their contributions.","Updated Nov. 27: Since this article was published, an aide to President-elect Donald J. Trump said that although Mr. Trump’s transition did not plan to sign an agreement with the General Services Administration, it would not accept donations from foreigners and would disclose donors’ names. The aide did not say when Mr. Trump would release those names or if he would limit the size of donations to $5,000, as previous president-elects have.","A","1","The New York Times","2024-11-24T10:03:55+0000","article","Politics","U.S.","Politics","News","nyt://article/78eef104-e647-57ae-b9a4-1c1e1c0aebb9",1681,"nyt://article/78eef104-e647-57ae-b9a4-1c1e1c0aebb9","Trump Is Running His Transition Team on Secret Money",NA,NA,"Transition Fund For Trump Keeps Donors Cloaked",NA,NA,NA,"By Ken Bensinger and David A. Fahrenthold",NA
"The once and future president’s constitutional gimmicks are embarrassingly transparent.","https://www.nytimes.com/2024/11/24/opinion/trump-recess-appointments-constitution.html","The once and future president’s constitutional gimmicks are embarrassingly transparent.","These are the times that try a constitutional conservative’s soul.","A","20","The New York Times","2024-11-24T11:00:08+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/aa1bb3b3-7087-5d79-8707-a54bcb99eac4",1629,"nyt://article/aa1bb3b3-7087-5d79-8707-a54bcb99eac4","Donald Trump Thinks He Won’t Have Enough Power","David French",NA,"Trump Doesn’t Think the Presidency Is Powerful Enough",NA,NA,NA,"By David French",NA
"A Texas native, Ms. Rollins worked in the first Trump White House and has also led two influential conservative think tanks.","https://www.nytimes.com/2024/11/24/us/politics/brooke-rollins-trump-agriculture.html","A Texas native, Ms. Rollins worked in the first Trump White House and has also led two influential conservative think tanks.","President-elect Donald J. Trump rounded out his cabinet selections on Saturday, picking Brooke Rollins as his agriculture secretary.",NA,NA,"The New York Times","2024-11-24T18:27:18+0000","article","Washington","U.S.","Politics","News","nyt://article/420132b3-221a-59e5-985a-7b2831fda9d1",579,"nyt://article/420132b3-221a-59e5-985a-7b2831fda9d1","What to Know About Brooke Rollins, Trump’s Choice for Agriculture Secretary",NA,NA,"",NA,NA,NA,"By Linda Qiu",NA
"One faction of prospective nominees appears focused on revenge, another on calming markets and a third on relentlessly — perhaps hopelessly — cutting people and budgets.","https://www.nytimes.com/2024/11/24/us/politics/trump-cabinet-america-first.html","One faction of prospective nominees appears focused on revenge, another on calming markets and a third on relentlessly — perhaps hopelessly — cutting people and budgets.","President-elect Donald J. Trump’s final flurry of cabinet picks and other appointments rounded out what his aides described as a unified, loyal, MAGA-driven administration. But scratch the surface and there are at least three distinct factions and a range of ideologies, barely suppressed to get through the rigors of the confirmation process.","A","17","The New York Times","2024-11-24T20:35:55+0000","article","Washington","U.S.","Politics","News Analysis","nyt://article/1bc48671-9728-5c9f-9590-55d338c398d5",1548,"nyt://article/1bc48671-9728-5c9f-9590-55d338c398d5","Trump’s Cabinet: Many Ideologies Behind the Veil of ‘America First’","News Analysis",NA,"Inside the Trump Cabinet, There Are at Least Three Distinct Factions",NA,NA,NA,"By David E. Sanger",NA
